"BUSINESS YEAR","STATE CODE","ISSUER NAME","ISSUER ID","SOURCE NAME","VERSION NUMBER","IMPORT DATE","BENEFIT PACKAGE ID","MARKET COVERAGE","DENTAL ONLY PLAN",TIN,"STANDARD COMPONENT ID","PLAN MARKETING NAME","HIOS PRODUCT ID",HPID,"NETWORK ID","SERVICE AREA ID","FORMULARY ID","IS IT A NEW PLAN","PLAN TYPE","METAL LEVEL","UNIQUE PLAN DESIGN","QHP NONQHP TYPE ID","IS NOTICE REQUIRED FOR PREGNACY","IS REFERRAL REQUIRED FOR SPECIALIST","SPECIALIST REQUIRING REFERRAL","PLAN LEVEL EXCLUSIONS","IS HSA ELIGIBLE","HSA OR HRA EMPLOYER CONTRIBUTION","HSA OR HRA EMPLOYER CONTRIBUTION AMOUNT","CHILD ONLY OFFERING","CHILD ONLY PLAN ID","WELLNESS PROGRAM OFFERED","DISEASE MANAGEMENT PROGRAMS OFFERED","EHB PEDIATRIC DENTAL APPORTIONMENT QUANTITY","IS GUARANTEED RATE?","SPECIALITY DRUG MAXIMUM COINSURANCE","INPATIENT COPAYMENT MAXIMUM DAYS","BEGIN PRIMARY CARE COST SHARING AFTER NUMBER OF VISITS","BEGIN PRIMARY CARE DEDUCTIBLE COINSURANCE AFTER NUMBER OF COPAYS","PLAN EFFECTIVE DATE","PLAN EXPIRATION DATE","OUT OF COUNTRY COVERAGE","OUT OF COUNTRY COVERAGE DESCRIPTION","OUT OF SERVICE AREA COVERAGE","OUT OF SERVICE AREA COVERAGE DESCRIPTION","NATIONAL NETWORK","URL FOR SUMMARY OF BENEFITS COVERAGE","URL FOR ENROLLMENT PAYMENT","PLAN BROCHURE","FORMULARY URL","PLAN ID","CSR VARIATION TYPE","ISSUER ACTUARIAL VALUE","AV CALCULATOR OUTPUT NUMBER","MEDICAL DRUG DEDUCTIBLES INTEGRATED","MEDICAL DRUG MAXIMUM OUT OF POCKET INTEGRATED","MULTIPLE NETWORK TIERS","FIRST TIER UTILIZATION","SECOND TIER UTILIZATION","MEHB INN TIER 1 INDIVIDUAL MOOP","MEHB INN TIER 1 FAMILY MOOP","MEHB INN TIER 2 INDIVIDUAL MOOP","MEHB INN TIER 2 FAMILY MOOP","MEHB OUT OF NET INDIVIDUAL MOOP","MEHB OUT OF NET FAMILY MOOP","MEHB COMB INN OON INDIVIDUAL MOOP","MEHB COMB INN OON FAMILY MOOP","DEHB INN TIER 1 INDIVIDUAL MOOP","DEHB INN TIER 2 INDIVIDUAL MOOP","DEHB INN TIER 1 FAMILY MOOP","DEHB INN TIER 2 FAMILY MOOP","DEHB OUT OF NET INDIVIDUAL MOOP","DEHB OUT OF NET FAMILY MOOP","DEHB COMB INN OON INDIVIDUAL MOOP","DEHB COMB INN OON FAMILY MOOP","TEHB INN TIER 1 INDIVIDUAL MOOP","TEHB INN TIER 1 FAMILY MOOP","TEHB INN TIER 2 INDIVIDUAL MOOP","TEHB INN TIER 2 FAMILY MOOP","TEHB OUT OF NET INDIVIDUAL MOOP","TEHB OUT OF NET FAMILY MOOP","TEHB COMB INN OON INDIVIDUAL MOOP","TEHB COMB INN OON FAMILY MOOP","MEHB DED INN TIER1 INDIVIDUAL","MEHB DED INN TIER1 FAMILY","MEHB DED INN TIER1 COINSURNACE","MEHB DED INN TIER2 INDIVIDUAL","MEHB DED INN TIER2 FAMILY","MEHB DED INN TIER2 COINSURANCE","MEHB DED OUT OF NET INDIVIDUAL","MEHB DED OUT OF NET FAMILY","MEHB DED COMB INN OON INDIVIDUAL","MEHB DED COMB INN OON FAMILY","DEHB DED INN TIER1 INDIVIDUAL","DEHB DED INN TIER1 FAMILY","DEHB DED INN TIER1 COINSURNACE","DEHB DED INN TIER2 INDIVIDUAL","DEHB DED INN TIER2 FAMILY","DEHB DED INN TIER2 COINSURANCE","DEHB DED OUT OF NET INDIVIDUAL","DEHB DED OUT OF NET FAMILY","DEHB DED COMB INN OON INDIVIDUAL","DEHB DED COMB INN OON FAMILY","TEHB DED INN TIER 1 INDIVIDUAL","TEHB DED INN TIER 1 FAMILY","TEHB DED INN TIER 1 COINSURANCE","TEHB DED INN TIER 2 INDIVIDUAL","TEHB DED INN TIER 2 FAMILY","TEHB DED INN TIER 2 COINSURANCE","TEHB DED OUT OF NET INDIVIDUAL","TEHB DED OUT OF NET FAMILY","TEHB DED OUT COMB INN OON INDIVIDUAL","TEHB DED OUT COMB INN OON FAMILY","SBC HAVING A BABY DEDUCTIBLE","SBC HAVING A BABY COPAYMENT","SBC HAVING A BABY COINSURANCE","SBC HAVING A BABY LIMIT","SBC HAVING DIABETES DEDUCTIBLE","SBC HAVING  DIABETES COPAYMENT","SBC HAVING DIABETES COINSURANCE","SBC HAVING DIABETES LIMIT","EHB PERCENT PREMIUM","PLAN DESIGN TYPE","INSURANCE PLAN COMPOSITE PREMIUM AVAILABLE INDICATOR","PLAN VARIANT MARKETING NAME","SBC HAVING SIMPLE FRACTURE DEDUCTIBLE","SBC HAVING SIMPLE FRACTURE COPAYMENT","SBC HAVING SIMPLE FRACTURE COINSURANCE","SBC HAVING SIMPLE FRACTURE LIMIT"
2024,VT,,67380,SERFF,1,2/12/2024,,Individual,Yes,,67380VT0070001,"Northeast Delta Dental",67380VT007,,VTN001,VTS001,,Existing,PPO,High,,"On the Exchange",,,,"Many covered services, including but not limited to oral evaluations, x-rays, cleanings, fluoride treatments, sealants, restorations, periodontal treatment and surgery, tissue conditioning, crowns, inlays, onlays, dentures, implants, and root canal therapy, are subject to age, time, and frequency limitations.  Covered services containing time and frequency limitations are available for more frequent treatment for pediatric enrollees with prior authorization.  Medically necessary orthodontia is a covered benefit for pediatric enrollees only.  Certain covered services apply to treatment for specified teeth.  Certain procedures performed on the same date by the same dentist are not separately chargeable by the dentist.  Certain covered services are considered part of the complete treatment and not separately chargeable by the dentist.  Many dental repairs, replacements, and retreatments are time limited and not separately chargeable by the dentist.  Other exclusions and limitations may apply.  Please refer to your Policy for details.",,,,"Allows Adult and Child-Only",,No,,97.60%,"Guaranteed Rate",,,,,1/1/2024,12/31/2024,Yes,"Same Coverage",Yes,"Same Coverage",Yes,,,,,67380VT0070001-01,"Standard High On Exchange Plan",,,,,No,100%,,"$400 ","$400 per person | $800 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,"$50 ","$550 per person | per group not applicable",,,,,"$50 ","$50 per person | per group not applicable","$50 ","$50 per person | per group not applicable",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Northeast Delta Dental",,,,
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040001,"[MVP VT] Platinum 1",77566VT004,,VTN001,VTS001,VTF002,Existing,HMO,Platinum,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040001-01,"Standard Platinum On Exchange Plan",90.10%,0.900315198,No,No,No,100%,,"$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$450 ","$450 per person | $900 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$450 ","$90 ","$900 ","$70 ","$0 ","$1,100 ","$200 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Platinum 1","$450 ","$300 ","$800 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040001,"[MVP VT] Platinum 1",77566VT004,,VTN001,VTS001,VTF002,Existing,HMO,Platinum,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040001-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,No,No,100%,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"[MVP VT] Platinum 1","$0 ","$0 ","$0 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040001,"[MVP VT] Platinum 1",77566VT004,,VTN001,VTS001,VTF002,Existing,HMO,Platinum,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040001-03,"Limited Cost Sharing Plan Variation",90.10%,0.900315198,No,No,No,100%,,"$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$450 ","$450 per person | $900 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$450 ","$90 ","$900 ","$70 ","$0 ","$1,100 ","$200 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Platinum 1","$450 ","$300 ","$800 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040002,"[MVP VT] Gold 1",77566VT004,,VTN001,VTS001,VTF003,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040002-01,"Standard Gold On Exchange Plan",81.30%,0.812117369,No,No,No,100%,,"$5,600 ","$5600 per person | $11200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$1,400 ","$1400 per person | $2800 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$200 ","$200 per person | $400 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,400 ","$100 ","$2,500 ","$70 ","$1,500 ","$700 ","$100 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Gold 1","$1,400 ","$200 ","$0 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040002,"[MVP VT] Gold 1",77566VT004,,VTN001,VTS001,VTF003,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040002-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,No,No,100%,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"[MVP VT] Gold 1","$0 ","$0 ","$0 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040002,"[MVP VT] Gold 1",77566VT004,,VTN001,VTS001,VTF003,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040002-03,"Limited Cost Sharing Plan Variation",81.30%,0.812117369,No,No,No,100%,,"$5,600 ","$5600 per person | $11200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$1,400 ","$1400 per person | $2800 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$200 ","$200 per person | $400 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,400 ","$100 ","$2,500 ","$70 ","$1,500 ","$700 ","$100 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Gold 1","$1,400 ","$200 ","$0 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040004,"[MVP VT Plus] Gold 2",77566VT004,,VTN001,VTS001,VTF004,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040004-01,"Standard Gold On Exchange Plan",81.53%,0.814100462,No,No,No,100%,,"$6,600 ","$6600 per person | $13200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$850 ","$850 per person | $1700 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$350 ","$350 per person | $700 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$850 ","$100 ","$1,800 ","$70 ","$1,200 ","$800 ","$100 ","$200 ",99%,"Not Applicable",No,"[MVP VT Plus] Gold 2","$850 ","$500 ","$10 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040004,"[MVP VT Plus] Gold 2",77566VT004,,VTN001,VTS001,VTF004,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040004-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,No,No,100%,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"[MVP VT Plus] Gold 2","$0 ","$0 ","$0 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040004,"[MVP VT Plus] Gold 2",77566VT004,,VTN001,VTS001,VTF004,Existing,HMO,Gold,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040004-03,"Limited Cost Sharing Plan Variation",81.53%,0.814100462,No,No,No,100%,,"$6,600 ","$6600 per person | $13200 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,500 ","$1500 per person | $3000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,"$850 ","$850 per person | $1700 per group",20.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$350 ","$350 per person | $700 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$850 ","$100 ","$1,800 ","$70 ","$1,200 ","$800 ","$100 ","$200 ",99%,"Not Applicable",No,"[MVP VT Plus] Gold 2","$850 ","$500 ","$10 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-01,"Standard Silver On Exchange Plan",70.70%,0.697504218,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,300 ","$9300 per person | $18600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$4000 per person | $8000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$500 ","$500 per person | $1000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$4,000 ","$200 ","$2,800 ","$100 ","$3,900 ","$500 ","$0 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$1,400 ","$300 ","$0 ","$90 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-02,"Zero Cost Sharing Plan Variation",100.00%,1,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,"$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$0 ","$0 ","$0 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-03,"Limited Cost Sharing Plan Variation",70.70%,0.697504218,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$9,300 ","$9300 per person | $18600 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$4,000 ","$4000 per person | $8000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$500 ","$500 per person | $1000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$4,000 ","$200 ","$2,800 ","$100 ","$3,900 ","$500 ","$0 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$1,400 ","$300 ","$0 ","$90 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-04,"73% AV Level Silver Plan",73.70%,0.7378307,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$6,700 ","$6700 per person | $13400 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$3,000 ","$3000 per person | $6000 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$450 ","$450 per person | $900 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$3,000 ","$200 ","$3,300 ","$100 ","$3,200 ","$600 ","$40 ","$200 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$1,400 ","$300 ","$0 ","$90 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-05,"87% AV Level Silver Plan",88.00%,0.87502994,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$2,450 ","$2450 per person | $4900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$1,250 ","$1250 per person | $2500 per group",40.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$250 per person | $500 per group",50.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$1,250 ","$60 ","$1,100 ","$70 ","$1,500 ","$400 ","$100 ","$100 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$1,250 ","$200 ","$1,000 ","$10 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040005,"[MVP VT] Silver 3",77566VT004,,VTN001,VTS001,VTF006,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,3,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040005-06,"94% AV Level Silver Plan",94.90%,0.94910884,No,Yes,No,100%,,,,,,,,,,,,,,,,,,"$1,000 ","$1000 per person | $2000 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$250 ","$250 per person | $500 per group",10.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$0 ","$0 per person | $0 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,"$250 ","$30 ","$700 ","$60 ","$0 ","$400 ","$100 ","$100 ",99%,"Not Applicable",No,"[MVP VT] Silver 3","$250 ","$200 ","$600 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040006,"[MVP VT HDHP] Silver 4",77566VT004,,VTN001,VTS001,VTF007,Existing,HMO,Silver,Yes,Both,No,No,,No,Yes,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040006-01,"Standard Silver On Exchange Plan",71.20%,0.73600128,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,050 ","$9450 per person | $14100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$4200 per person | $4200 per group",35.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$0 ","$2,900 ","$70 ","$2,100 ","$500 ","$200 ","$100 ",99%,"Not Applicable",No,"[MVP VT HDHP] Silver 4","$2,100 ","$0 ","$200 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040006,"[MVP VT HDHP] Silver 4",77566VT004,,VTN001,VTS001,VTF007,Existing,HMO,Silver,Yes,Both,No,No,,No,No,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040006-02,"Zero Cost Sharing Plan Variation",100.00%,1,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group",,,,,,,,,,,,,,,,,,,,,"$0 ","$0 per person | $0 per group",0.00%,,,,"$0 ","$0 per person | $0 per group","$0 ","$0 per person | $0 per group","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ","$0 ",99%,"Not Applicable",No,"[MVP VT] Silver 4","$0 ","$0 ","$0 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040006,"[MVP VT HDHP] Silver 4",77566VT004,,VTN001,VTS001,VTF007,Existing,HMO,Silver,Yes,Both,No,No,,No,Yes,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040006-03,"Limited Cost Sharing Plan Variation",71.20%,0.73600128,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$7,050 ","$9450 per person | $14100 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,100 ","$4200 per person | $4200 per group",35.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,100 ","$0 ","$2,900 ","$70 ","$2,100 ","$500 ","$200 ","$100 ",99%,"Not Applicable",No,"[MVP VT HDHP] Silver 4","$2,100 ","$0 ","$200 ","$0 "
2024,VT,,77566,SERFF,1,2/12/2024,,Individual,No,,77566VT0040006,"[MVP VT HDHP] Silver 4",77566VT004,,VTN001,VTS001,VTF007,Existing,HMO,Silver,Yes,Both,No,No,,No,Yes,,,"Allows Adult and Child-Only",,No,,,,,,,,1/1/2024,12/31/2024,No,ER,Yes,All,Yes,,,,,77566VT0040006-04,"73% AV Level Silver Plan",73.50%,0.757106196,Yes,Yes,No,100%,,,,,,,,,,,,,,,,,,"$5,950 ","$9450 per person | $11900 per group",,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable",,,,,,,,,,,,,,,,,,,,,"$2,000 ","$4000 per person | $4000 per group",30.00%,,,,"Not Applicable","per person not applicable | per group not applicable","Not Applicable","per person not applicable | per group not applicable","$2,000 ","$0 ","$2,500 ","$70 ","$2,000 ","$500 ","$200 ","$100 ",99%,"Not Applicable",No,"[MVP VT HDHP] Silver 4","$2,000 ","$0 ","$200 ","$0 "
